Date,Product,Stock_Mbbls,Region
2017-03-17,Gasoline,9.8784,ARA
2017-03-22,Middle Distillates,13.246,Singapore
2017-03-22,Light Distillates,13.419,Singapore
2017-03-22,Residual,27.072,Singapore
2017-03-24,Jet Fuel,5.04,ARA
2017-03-24,Gasoline,7.4676,ARA
2017-03-24,Naphtha,3.2841,ARA
2017-03-24,Fuel Oil,9.4374,ARA
2017-03-24,Gas Oil,22.7625,ARA
2017-03-29,Residual,25.414,Singapore
2017-03-29,Light Distillates,14.186,Singapore
2017-03-29,Middle Distillates,12.632,Singapore
2017-03-31,Gas Oil,24.645,ARA
2017-03-31,Jet Fuel,4.5975,ARA
2017-03-31,Gasoline,8.2404,ARA
2017-03-31,Naphtha,3.1862000000000004,ARA
2017-03-31,Fuel Oil,9.7335,ARA
2017-04-05,Light Distillates,14.445,Singapore
2017-04-05,Middle Distillates,12.395,Singapore
2017-04-05,Residual,23.565,Singapore
2017-04-07,Gas Oil,24.4575,ARA
2017-04-07,Naphtha,2.7145,ARA
2017-04-07,Fuel Oil,7.2702,ARA
2017-04-07,Jet Fuel,5.1375,ARA
2017-04-07,Gasoline,9.198,ARA
2017-04-12,Light Distillates,14.65,Singapore
2017-04-12,Residual,24.179,Singapore
2017-04-12,Middle Distillates,12.361,Singapore
2017-04-14,Naphtha,1.9669,ARA
2017-04-14,Gas Oil,23.0025,ARA
2017-04-14,Gasoline,9.3156,ARA
2017-04-14,Fuel Oil,7.005599999999999,ARA
2017-04-14,Jet Fuel,5.1075,ARA
2017-04-19,Residual,25.752,Singapore
2017-04-19,Middle Distillates,10.294,Singapore
2017-04-19,Light Distillates,13.701,Singapore
2017-04-21,Jet Fuel,5.655,ARA
2017-04-21,Gasoline,9.853200000000001,ARA
2017-04-21,Fuel Oil,6.8481,ARA
2017-04-21,Naphtha,2.1983,ARA
2017-04-21,Gas Oil,23.43,ARA
2017-04-26,Light Distillates,14.834,Singapore
2017-04-26,Middle Distillates,12.169,Singapore
2017-04-26,Residual,23.338,Singapore
2017-04-28,Gasoline,9.156,ARA
2017-04-28,Gas Oil,23.1375,ARA
2017-04-28,Naphtha,2.0737,ARA
2017-04-28,Fuel Oil,7.3899,ARA
2017-04-28,Jet Fuel,5.9475,ARA
2017-05-03,Middle Distillates,11.732,Singapore
2017-05-03,Light Distillates,13.272,Singapore
2017-05-03,Residual,23.544,Singapore
2017-05-05,Gasoline,9.3156,ARA
2017-05-05,Fuel Oil,6.5961,ARA
2017-05-05,Jet Fuel,6.375,ARA
2017-05-05,Naphtha,2.8925,ARA
2017-05-05,Gas Oil,25.0575,ARA
2017-05-10,Light Distillates,12.159,Singapore
2017-05-10,Residual,19.926,Singapore
2017-05-10,Middle Distillates,11.513,Singapore
2017-05-12,Gas Oil,24.1875,ARA
2017-05-12,Jet Fuel,6.3825,ARA
2017-05-12,Gasoline,8.5764,ARA
2017-05-12,Naphtha,3.2663,ARA
2017-05-12,Fuel Oil,4.9455,ARA
2017-05-17,Residual,21.545,Singapore
2017-05-17,Middle Distillates,13.157,Singapore
2017-05-17,Light Distillates,13.239,Singapore
2017-05-19,Jet Fuel,5.955,ARA
2017-05-19,Gas Oil,22.2975,ARA
2017-05-19,Naphtha,3.0349,ARA
2017-05-19,Fuel Oil,5.6007,ARA
2017-05-19,Gasoline,8.7864,ARA
2017-05-24,Light Distillates,12.607,Singapore
2017-05-24,Middle Distillates,14.384,Singapore
2017-05-24,Residual,19.071,Singapore
2017-05-26,Jet Fuel,6.0675,ARA
2017-05-26,Fuel Oil,6.2685,ARA
2017-05-26,Naphtha,2.848,ARA
2017-05-26,Gasoline,7.602,ARA
2017-05-26,Gas Oil,20.88,ARA
2017-05-31,Residual,19.043,Singapore
2017-05-31,Middle Distillates,13.283,Singapore
2017-05-31,Light Distillates,11.885,Singapore
2017-06-02,Naphtha,3.1862000000000004,ARA
2017-06-02,Fuel Oil,4.9014,ARA
2017-06-02,Jet Fuel,5.6175,ARA
2017-06-02,Gas Oil,20.3325,ARA
2017-06-02,Gasoline,8.148,ARA
2017-06-07,Residual,17.521,Singapore
2017-06-07,Middle Distillates,12.492,Singapore
2017-06-07,Light Distillates,12.606,Singapore
2017-06-09,Jet Fuel,5.265,ARA
2017-06-09,Gas Oil,20.2275,ARA
2017-06-09,Gasoline,7.4928,ARA
2017-06-09,Naphtha,3.1595,ARA
2017-06-09,Fuel Oil,3.5784000000000002,ARA
2017-06-14,Residual,22.195,Singapore
2017-06-14,Light Distillates,11.413,Singapore
2017-06-14,Middle Distillates,12.354,Singapore
2017-06-16,Naphtha,2.8747000000000003,ARA
2017-06-16,Fuel Oil,5.9723999999999995,ARA
2017-06-16,Gas Oil,20.9475,ARA
2017-06-16,Gasoline,7.476,ARA
2017-06-16,Jet Fuel,4.7625,ARA
2017-06-21,Middle Distillates,12.49,Singapore
2017-06-21,Light Distillates,10.47,Singapore
2017-06-21,Residual,23.322,Singapore
2017-06-23,Jet Fuel,4.6575,ARA
2017-06-23,Naphtha,2.937,ARA
2017-06-23,Gas Oil,21.5025,ARA
2017-06-23,Fuel Oil,5.0148,ARA
2017-06-23,Gasoline,7.299600000000001,ARA
2017-06-28,Light Distillates,11.146,Singapore
2017-06-28,Residual,22.223,Singapore
2017-06-28,Middle Distillates,9.993,Singapore
2017-06-30,Gasoline,7.2408,ARA
2017-06-30,Naphtha,3.204,ARA
2017-06-30,Jet Fuel,4.9125,ARA
2017-06-30,Gas Oil,22.0875,ARA
2017-06-30,Fuel Oil,6.413399999999999,ARA
2017-07-05,Middle Distillates,11.606,Singapore
2017-07-05,Residual,21.456,Singapore
2017-07-05,Light Distillates,10.754,Singapore
2017-07-07,Jet Fuel,4.8225,ARA
2017-07-07,Fuel Oil,6.0165,ARA
2017-07-07,Naphtha,3.0438,ARA
2017-07-07,Gas Oil,21.7575,ARA
2017-07-07,Gasoline,6.913200000000001,ARA
2017-07-12,Residual,21.906,Singapore
2017-07-12,Middle Distillates,11.719,Singapore
2017-07-12,Light Distillates,12.647,Singapore
2017-07-14,Fuel Oil,5.1975,ARA
2017-07-14,Gas Oil,21.8775,ARA
2017-07-14,Gasoline,6.6948,ARA
2017-07-14,Jet Fuel,5.4825,ARA
2017-07-14,Naphtha,2.9993000000000003,ARA
2017-07-19,Light Distillates,11.682,Singapore
2017-07-19,Residual,22.764,Singapore
2017-07-19,Middle Distillates,10.994,Singapore
2017-07-21,Gasoline,6.7872,ARA
2017-07-21,Jet Fuel,5.3175,ARA
2017-07-21,Gas Oil,21.2325,ARA
2017-07-21,Fuel Oil,6.8481,ARA
2017-07-21,Naphtha,2.7323000000000004,ARA
2017-07-26,Residual,24.456,Singapore
2017-07-26,Middle Distillates,13.657,Singapore
2017-07-26,Light Distillates,14.302,Singapore
2017-07-28,Jet Fuel,4.365,ARA
2017-07-28,Gas Oil,21.1275,ARA
2017-07-28,Naphtha,2.2339,ARA
2017-07-28,Fuel Oil,7.3773,ARA
2017-07-28,Gasoline,7.2576,ARA
2017-08-02,Residual,23.131,Singapore
2017-08-02,Light Distillates,12.815,Singapore
2017-08-02,Middle Distillates,13.007,Singapore
2017-08-04,Naphtha,2.0292,ARA
2017-08-04,Fuel Oil,6.2559,ARA
2017-08-04,Gas Oil,20.3625,ARA
2017-08-04,Jet Fuel,4.23,ARA
2017-08-04,Gasoline,7.694400000000001,ARA
2017-08-09,Residual,23.652,Singapore
2017-08-09,Light Distillates,15.213,Singapore
2017-08-09,Middle Distillates,11.806,Singapore
2017-08-11,Gas Oil,19.59,ARA
2017-08-11,Fuel Oil,5.0337,ARA
2017-08-11,Naphtha,1.7444000000000002,ARA
2017-08-11,Jet Fuel,4.17,ARA
2017-08-11,Gasoline,7.526400000000001,ARA
2017-08-16,Residual,24.334,Singapore
2017-08-16,Light Distillates,15.02,Singapore
2017-08-16,Middle Distillates,13.64,Singapore
2017-08-18,Gasoline,7.543200000000001,ARA
2017-08-18,Jet Fuel,4.425,ARA
2017-08-18,Naphtha,2.047,ARA
2017-08-18,Fuel Oil,5.336099999999999,ARA
2017-08-18,Gas Oil,21.7275,ARA
2017-08-23,Middle Distillates,13.768,Singapore
2017-08-23,Residual,24.736,Singapore
2017-08-23,Light Distillates,13.464,Singapore
2017-08-25,Fuel Oil,6.791399999999999,ARA
2017-08-25,Jet Fuel,4.4025,ARA
2017-08-25,Naphtha,2.1805,ARA
2017-08-25,Gas Oil,20.58,ARA
2017-08-25,Gasoline,7.3752,ARA
2017-08-30,Light Distillates,12.334,Singapore
2017-08-30,Residual,26.349,Singapore
2017-08-30,Middle Distillates,12.782,Singapore
2017-09-01,Gasoline,7.5852,ARA
2017-09-01,Jet Fuel,4.29,ARA
2017-09-01,Gas Oil,20.4975,ARA
2017-09-01,Naphtha,2.5543,ARA
2017-09-01,Fuel Oil,8.656199999999998,ARA
2017-09-06,Light Distillates,11.777,Singapore
2017-09-06,Middle Distillates,13.447,Singapore
2017-09-06,Residual,26.489,Singapore
2017-09-08,Naphtha,2.403,ARA
2017-09-08,Jet Fuel,4.3575,ARA
2017-09-08,Gasoline,7.35,ARA
2017-09-08,Fuel Oil,9.361799999999999,ARA
2017-09-08,Gas Oil,20.55,ARA
2017-09-13,Middle Distillates,12.762,Singapore
2017-09-13,Light Distillates,11.275,Singapore
2017-09-13,Residual,23.482,Singapore
2017-09-15,Jet Fuel,4.4475,ARA
2017-09-15,Gasoline,6.9972,ARA
2017-09-15,Fuel Oil,7.9695,ARA
2017-09-15,Gas Oil,19.755,ARA
2017-09-15,Naphtha,2.3495999999999997,ARA
2017-09-20,Light Distillates,11.547,Singapore
2017-09-20,Residual,24.617,Singapore
2017-09-20,Middle Distillates,11.16,Singapore
2017-09-22,Fuel Oil,6.9489,ARA
2017-09-22,Gas Oil,19.4175,ARA
2017-09-22,Gasoline,6.846,ARA
2017-09-22,Naphtha,2.3941,ARA
2017-09-22,Jet Fuel,4.5225,ARA
2017-09-27,Light Distillates,10.904,Singapore
2017-09-27,Residual,23.27,Singapore
2017-09-27,Middle Distillates,10.485,Singapore
2017-09-29,Fuel Oil,8.127,ARA
2017-09-29,Jet Fuel,5.31,ARA
2017-09-29,Naphtha,2.4386,ARA
2017-09-29,Gas Oil,19.545,ARA
2017-09-29,Gasoline,7.0476,ARA
2017-10-04,Residual,22.55,Singapore
2017-10-04,Middle Distillates,10.684,Singapore
2017-10-04,Light Distillates,11.891,Singapore
2017-10-06,Gas Oil,19.1175,ARA
2017-10-06,Naphtha,2.3941,ARA
2017-10-06,Fuel Oil,8.7633,ARA
2017-10-06,Jet Fuel,5.04,ARA
2017-10-06,Gasoline,6.619200000000001,ARA
2017-10-11,Middle Distillates,10.529,Singapore
2017-10-11,Residual,23.748,Singapore
2017-10-11,Light Distillates,12.04,Singapore
2017-10-13,Jet Fuel,4.8225,ARA
2017-10-13,Fuel Oil,9.210600000000001,ARA
2017-10-13,Naphtha,2.1271,ARA
2017-10-13,Gasoline,6.6696,ARA
2017-10-13,Gas Oil,19.095,ARA
2017-10-18,Light Distillates,11.633,Singapore
2017-10-18,Residual,24.35,Singapore
2017-10-18,Middle Distillates,9.987,Singapore
2017-10-20,Gas Oil,18.93,ARA
2017-10-20,Fuel Oil,7.919099999999999,ARA
2017-10-20,Gasoline,6.7536000000000005,ARA
2017-10-20,Naphtha,2.0292,ARA
2017-10-20,Jet Fuel,5.2125,ARA
2017-10-25,Middle Distillates,11.492,Singapore
2017-10-25,Light Distillates,9.975,Singapore
2017-10-25,Residual,25.117,Singapore
2017-10-27,Gasoline,6.4596,ARA
2017-10-27,Jet Fuel,5.31,ARA
2017-10-27,Gas Oil,16.785,ARA
2017-10-27,Fuel Oil,8.4042,ARA
2017-10-27,Naphtha,1.6999000000000002,ARA
2017-11-01,Middle Distillates,12.003,Singapore
2017-11-01,Light Distillates,11.556,Singapore
2017-11-01,Residual,25.744,Singapore
2017-11-03,Gasoline,6.501600000000001,ARA
2017-11-03,Naphtha,2.2695,ARA
2017-11-03,Gas Oil,16.2825,ARA
2017-11-03,Jet Fuel,5.3925,ARA
2017-11-03,Fuel Oil,8.5428,ARA
2017-11-08,Middle Distillates,11.554,Singapore
2017-11-08,Light Distillates,10.699,Singapore
2017-11-08,Residual,23.671,Singapore
2017-11-10,Naphtha,2.1449000000000003,ARA
2017-11-10,Gas Oil,15.42,ARA
2017-11-10,Jet Fuel,5.1525,ARA
2017-11-10,Gasoline,7.7028,ARA
2017-11-10,Fuel Oil,8.9019,ARA
2017-11-15,Middle Distillates,12.047,Singapore
2017-11-15,Residual,23.606,Singapore
2017-11-15,Light Distillates,11.614,Singapore
2017-11-17,Naphtha,1.5664,ARA
2017-11-17,Gasoline,8.2404,ARA
2017-11-17,Jet Fuel,5.61,ARA
2017-11-17,Fuel Oil,8.1081,ARA
2017-11-17,Gas Oil,14.4825,ARA
2017-11-22,Light Distillates,11.359,Singapore
2017-11-22,Middle Distillates,11.787,Singapore
2017-11-22,Residual,23.484,Singapore
2017-11-24,Jet Fuel,5.28,ARA
2017-11-24,Gasoline,7.7532000000000005,ARA
2017-11-24,Naphtha,2.0648,ARA
2017-11-24,Gas Oil,14.6475,ARA
2017-11-24,Fuel Oil,6.6087,ARA
2017-11-29,Middle Distillates,11.09,Singapore
2017-11-29,Residual,23.034,Singapore
2017-11-29,Light Distillates,11.179,Singapore
2017-12-01,Jet Fuel,5.0175,ARA
2017-12-01,Gas Oil,15.45,ARA
2017-12-01,Fuel Oil,6.0291,ARA
2017-12-01,Naphtha,1.7978000000000003,ARA
2017-12-01,Gasoline,7.4088,ARA
2017-12-06,Residual,24.197,Singapore
2017-12-06,Middle Distillates,11.251,Singapore
2017-12-06,Light Distillates,15.133,Singapore
2017-12-08,Naphtha,2.7145,ARA
2017-12-08,Gasoline,7.299600000000001,ARA
2017-12-08,Fuel Oil,7.446599999999999,ARA
2017-12-08,Gas Oil,15.3075,ARA
2017-12-08,Jet Fuel,5.22,ARA
2017-12-13,Middle Distillates,10.377,Singapore
2017-12-13,Light Distillates,13.673,Singapore
2017-12-13,Residual,23.214,Singapore
2017-12-15,Jet Fuel,5.04,ARA
2017-12-15,Gasoline,7.207200000000001,ARA
2017-12-15,Gas Oil,14.3775,ARA
2017-12-15,Fuel Oil,7.371,ARA
2017-12-15,Naphtha,2.2873,ARA
2017-12-20,Light Distillates,13.822,Singapore
2017-12-20,Middle Distillates,8.585,Singapore
2017-12-20,Residual,22.631,Singapore
2017-12-22,Gasoline,6.9972,ARA
2017-12-22,Fuel Oil,7.9883999999999995,ARA
2017-12-22,Gas Oil,15.495,ARA
2017-12-22,Jet Fuel,4.9875,ARA
2017-12-22,Naphtha,2.5543,ARA
2017-12-27,Residual,25.19,Singapore
2017-12-27,Light Distillates,12.991,Singapore
2017-12-27,Middle Distillates,7.911,Singapore
2017-12-29,Naphtha,2.6522,ARA
2017-12-29,Jet Fuel,5.1525,ARA
2017-12-29,Gas Oil,16.23,ARA
2017-12-29,Gasoline,7.1736,ARA
2017-12-29,Fuel Oil,5.6826,ARA
2018-01-03,Middle Distillates,10.327,Singapore
2018-01-03,Light Distillates,13.918,Singapore
2018-01-03,Residual,22.728,Singapore
2018-01-05,Gas Oil,17.3325,ARA
2018-01-05,Fuel Oil,5.9157,ARA
2018-01-05,Jet Fuel,4.875,ARA
2018-01-05,Naphtha,2.7679,ARA
2018-01-05,Gasoline,7.2324,ARA
2018-01-10,Middle Distillates,9.981,Singapore
2018-01-10,Light Distillates,13.994,Singapore
2018-01-10,Residual,19.66,Singapore
2018-01-12,Naphtha,2.4742,ARA
2018-01-12,Gas Oil,19.89,ARA
2018-01-12,Fuel Oil,6.5205,ARA
2018-01-12,Gasoline,9.1728,ARA
2018-01-12,Jet Fuel,5.0925,ARA
2018-01-17,Light Distillates,13.552,Singapore
2018-01-17,Middle Distillates,10.331,Singapore
2018-01-17,Residual,19.999,Singapore
2018-01-19,Naphtha,2.6077000000000004,ARA
2018-01-19,Jet Fuel,4.7325,ARA
2018-01-19,Fuel Oil,5.1408000000000005,ARA
2018-01-19,Gas Oil,20.805,ARA
2018-01-19,Gasoline,8.920800000000002,ARA
2018-01-24,Residual,22.313,Singapore
2018-01-24,Light Distillates,12.815,Singapore
2018-01-24,Middle Distillates,8.875,Singapore
2018-01-26,Fuel Oil,6.602399999999999,ARA
2018-01-26,Naphtha,2.9014,ARA
2018-01-26,Gas Oil,21.4725,ARA
2018-01-26,Jet Fuel,4.8675,ARA
2018-01-26,Gasoline,8.4336,ARA
2018-01-31,Middle Distillates,9.293,Singapore
2018-01-31,Residual,22.516,Singapore
2018-01-31,Light Distillates,12.8,Singapore
2018-02-02,Jet Fuel,4.7025,ARA
2018-02-02,Gas Oil,22.59,ARA
2018-02-02,Naphtha,2.8658,ARA
2018-02-02,Fuel Oil,5.714099999999999,ARA
2018-02-02,Gasoline,8.8536,ARA
2018-02-07,Light Distillates,13.978,Singapore
2018-02-07,Residual,23.782,Singapore
2018-02-07,Middle Distillates,9.144,Singapore
2018-02-09,Gasoline,9.7356,ARA
2018-02-09,Naphtha,2.8213000000000004,ARA
2018-02-09,Jet Fuel,4.605,ARA
2018-02-09,Fuel Oil,5.871599999999999,ARA
2018-02-09,Gas Oil,23.115,ARA
2018-02-14,Middle Distillates,7.709,Singapore
2018-02-14,Residual,22.828,Singapore
2018-02-14,Light Distillates,14.121,Singapore
2018-02-16,Fuel Oil,5.3865,ARA
2018-02-16,Naphtha,3.2129000000000003,ARA
2018-02-16,Jet Fuel,4.4325,ARA
2018-02-16,Gasoline,10.7688,ARA
2018-02-16,Gas Oil,22.89,ARA
2018-02-21,Light Distillates,13.33,Singapore
2018-02-21,Middle Distillates,9.101,Singapore
2018-02-21,Residual,21.431,Singapore
2018-02-23,Gas Oil,22.6875,ARA
2018-02-23,Jet Fuel,4.3275,ARA
2018-02-23,Gasoline,11.272800000000002,ARA
2018-02-23,Fuel Oil,6.3755999999999995,ARA
2018-02-23,Naphtha,2.9726,ARA
2018-02-28,Light Distillates,13.033,Singapore
2018-02-28,Residual,22.53,Singapore
2018-02-28,Middle Distillates,8.92,Singapore
2018-03-02,Gasoline,11.1132,ARA
2018-03-02,Naphtha,2.7412,ARA
2018-03-02,Jet Fuel,4.2825,ARA
2018-03-02,Fuel Oil,4.8825,ARA
2018-03-02,Gas Oil,21.795,ARA
2018-03-07,Middle Distillates,9.333,Singapore
2018-03-07,Light Distillates,14.577,Singapore
2018-03-07,Residual,22.031,Singapore
2018-03-09,Naphtha,2.9280999999999997,ARA
2018-03-09,Gas Oil,22.6575,ARA
2018-03-09,Gasoline,10.7772,ARA
2018-03-09,Fuel Oil,6.8607,ARA
2018-03-09,Jet Fuel,4.2675,ARA
2018-03-14,Residual,23.871,Singapore
2018-03-14,Middle Distillates,8.958,Singapore
2018-03-14,Light Distillates,14.87,Singapore
2018-03-16,Naphtha,2.7323000000000004,ARA
2018-03-16,Jet Fuel,4.2225,ARA
2018-03-16,Gasoline,10.9956,ARA
2018-03-16,Gas Oil,22.35,ARA
2018-03-16,Fuel Oil,4.5675,ARA
2018-03-21,Residual,24.22,Singapore
2018-03-21,Middle Distillates,10.611,Singapore
2018-03-21,Light Distillates,14.586,Singapore
2018-03-23,Gasoline,10.8108,ARA
2018-03-23,Fuel Oil,5.9157,ARA
2018-03-23,Naphtha,2.7946,ARA
2018-03-23,Jet Fuel,4.245,ARA
2018-03-23,Gas Oil,22.14,ARA
2018-03-28,Middle Distillates,9.814,Singapore
2018-03-28,Light Distillates,15.635,Singapore
2018-03-28,Residual,21.691,Singapore
2018-03-30,Jet Fuel,4.335,ARA
2018-03-30,Naphtha,3.2663,ARA
2018-03-30,Gasoline,11.6508,ARA
2018-03-30,Fuel Oil,6.6843,ARA
2018-03-30,Gas Oil,20.19,ARA
2018-04-04,Light Distillates,14.436,Singapore
2018-04-04,Residual,19.706,Singapore
2018-04-04,Middle Distillates,11.609,Singapore
2018-04-06,Gasoline,11.440800000000001,ARA
2018-04-06,Naphtha,3.0883000000000003,ARA
2018-04-06,Gas Oil,19.6575,ARA
2018-04-06,Jet Fuel,4.35,ARA
2018-04-06,Fuel Oil,5.285699999999999,ARA
2018-04-11,Middle Distillates,11.244,Singapore
2018-04-11,Residual,19.692,Singapore
2018-04-11,Light Distillates,13.747,Singapore
2018-04-13,Naphtha,2.6789,ARA
2018-04-13,Fuel Oil,6.1929,ARA
2018-04-13,Jet Fuel,4.5225,ARA
2018-04-13,Gas Oil,18.63,ARA
2018-04-13,Gasoline,10.987200000000001,ARA
2018-04-18,Residual,17.941,Singapore
2018-04-18,Light Distillates,13.604,Singapore
2018-04-18,Middle Distillates,9.578,Singapore
2018-04-20,Gas Oil,17.235,ARA
2018-04-20,Gasoline,10.5336,ARA
2018-04-20,Fuel Oil,7.1505,ARA
2018-04-20,Naphtha,2.7679,ARA
2018-04-20,Jet Fuel,4.4625,ARA
2018-04-25,Residual,17.395,Singapore
2018-04-25,Light Distillates,13.201,Singapore
2018-04-25,Middle Distillates,8.334,Singapore
2018-04-27,Gasoline,9.853200000000001,ARA
2018-04-27,Naphtha,2.5276,ARA
2018-04-27,Fuel Oil,7.3647,ARA
2018-04-27,Jet Fuel,4.365,ARA
2018-04-27,Gas Oil,16.0125,ARA
2018-05-02,Middle Distillates,8.052,Singapore
2018-05-02,Residual,17.729,Singapore
2018-05-02,Light Distillates,12.509,Singapore
2018-05-04,Gas Oil,15.435,ARA
2018-05-04,Naphtha,2.5187000000000004,ARA
2018-05-04,Fuel Oil,6.4071,ARA
2018-05-04,Jet Fuel,4.26,ARA
2018-05-04,Gasoline,9.1056,ARA
2018-05-09,Residual,19.125,Singapore
2018-05-09,Light Distillates,13.306,Singapore
2018-05-09,Middle Distillates,7.361,Singapore
2018-05-11,Gasoline,8.7612,ARA
2018-05-11,Naphtha,2.1182000000000003,ARA
2018-05-11,Jet Fuel,4.305,ARA
2018-05-11,Gas Oil,14.97,ARA
2018-05-11,Fuel Oil,7.245,ARA
2018-05-16,Residual,18.673,Singapore
2018-05-16,Light Distillates,14.484,Singapore
2018-05-16,Middle Distillates,7.333,Singapore
2018-05-18,Jet Fuel,4.4475,ARA
2018-05-18,Gas Oil,16.4025,ARA
2018-05-18,Fuel Oil,8.838899999999999,ARA
2018-05-18,Naphtha,2.2873,ARA
2018-05-18,Gasoline,9.1056,ARA
2018-05-23,Middle Distillates,8.265,Singapore
2018-05-23,Residual,18.341,Singapore
2018-05-23,Light Distillates,13.876,Singapore
2018-05-25,Jet Fuel,4.7775,ARA
2018-05-25,Gas Oil,15.3075,ARA
2018-05-25,Naphtha,2.5187000000000004,ARA
2018-05-25,Fuel Oil,8.2089,ARA
2018-05-25,Gasoline,8.3832,ARA
2018-05-30,Light Distillates,14.532,Singapore
2018-05-30,Middle Distillates,7.226,Singapore
2018-05-30,Residual,21.052,Singapore
2018-06-01,Gasoline,8.458800000000002,ARA
2018-06-01,Naphtha,2.9548,ARA
2018-06-01,Jet Fuel,4.935,ARA
2018-06-01,Gas Oil,15.6375,ARA
2018-06-01,Fuel Oil,6.974099999999999,ARA
2018-06-06,Light Distillates,14,Singapore
2018-06-06,Middle Distillates,7.706,Singapore
2018-06-06,Residual,19.535,Singapore
2018-06-08,Gasoline,8.8368,ARA
2018-06-08,Fuel Oil,7.1883,ARA
2018-06-08,Gas Oil,15.5175,ARA
2018-06-08,Jet Fuel,5.1375,ARA
2018-06-08,Naphtha,3.2574,ARA
2018-06-13,Light Distillates,12.628,Singapore
2018-06-13,Middle Distillates,9.002,Singapore
2018-06-13,Residual,20.113,Singapore
2018-06-15,Jet Fuel,5.085,ARA
2018-06-15,Fuel Oil,9.3303,ARA
2018-06-15,Naphtha,3.0705,ARA
2018-06-15,Gas Oil,15.6975,ARA
2018-06-15,Gasoline,9.2652,ARA
2018-06-20,Light Distillates,12.065,Singapore
2018-06-20,Middle Distillates,9.051,Singapore
2018-06-20,Residual,19.188,Singapore
2018-06-22,Jet Fuel,4.95,ARA
2018-06-22,Naphtha,2.9280999999999997,ARA
2018-06-22,Fuel Oil,9.6642,ARA
2018-06-22,Gasoline,8.929200000000002,ARA
2018-06-22,Gas Oil,14.8875,ARA
2018-06-27,Middle Distillates,9.154,Singapore
2018-06-27,Residual,18.682,Singapore
2018-06-27,Light Distillates,12.194,Singapore
2018-06-29,Naphtha,3.1417,ARA
2018-06-29,Fuel Oil,10.168199999999999,ARA
2018-06-29,Gasoline,8.7528,ARA
2018-06-29,Gas Oil,15.0525,ARA
2018-06-29,Jet Fuel,5.0025,ARA
2018-07-04,Light Distillates,12.061,Singapore
2018-07-04,Middle Distillates,9.512,Singapore
2018-07-04,Residual,17.527,Singapore
2018-07-06,Jet Fuel,5.22,ARA
2018-07-06,Gas Oil,15.78,ARA
2018-07-06,Fuel Oil,9.500399999999999,ARA
2018-07-06,Naphtha,2.8390999999999997,ARA
2018-07-06,Gasoline,8.274,ARA
2018-07-11,Light Distillates,13.58,Singapore
2018-07-11,Middle Distillates,9.731,Singapore
2018-07-11,Residual,17.115,Singapore
2018-07-13,Naphtha,3.1595,ARA
2018-07-13,Gas Oil,16.6275,ARA
2018-07-13,Jet Fuel,5.4075,ARA
2018-07-13,Gasoline,8.2992,ARA
2018-07-13,Fuel Oil,7.5978,ARA
2018-07-18,Residual,19.624,Singapore
2018-07-18,Middle Distillates,9.86,Singapore
2018-07-18,Light Distillates,13.874,Singapore
2018-07-20,Naphtha,3.2574,ARA
2018-07-20,Jet Fuel,5.31,ARA
2018-07-20,Fuel Oil,8.5806,ARA
2018-07-20,Gasoline,9.0804,ARA
2018-07-20,Gas Oil,17.04,ARA
2018-07-25,Residual,16.196,Singapore
2018-07-25,Light Distillates,14.676,Singapore
2018-07-25,Middle Distillates,10.901,Singapore
2018-07-27,Fuel Oil,8.3664,ARA
2018-07-27,Gas Oil,17.955,ARA
2018-07-27,Jet Fuel,5.04,ARA
2018-07-27,Gasoline,7.938,ARA
2018-07-27,Naphtha,3.2663,ARA
2018-08-01,Residual,14.799,Singapore
2018-08-01,Light Distillates,15.328,Singapore
2018-08-01,Middle Distillates,9.944,Singapore
2018-08-03,Jet Fuel,5.19,ARA
2018-08-03,Naphtha,2.9192000000000005,ARA
2018-08-03,Gas Oil,18.6525,ARA
2018-08-03,Fuel Oil,7.5033,ARA
2018-08-03,Gasoline,8.1816,ARA
2018-08-08,Light Distillates,14.736,Singapore
2018-08-08,Residual,14.348,Singapore
2018-08-08,Middle Distillates,9.084,Singapore
2018-08-10,Gas Oil,19.335,ARA
2018-08-10,Naphtha,2.8124000000000002,ARA
2018-08-10,Jet Fuel,5.1225,ARA
2018-08-10,Fuel Oil,6.627599999999999,ARA
2018-08-10,Gasoline,8.5764,ARA
2018-08-15,Residual,15.272,Singapore
2018-08-15,Middle Distillates,9.083,Singapore
2018-08-15,Light Distillates,14.243,Singapore
2018-08-17,Jet Fuel,4.905,ARA
2018-08-17,Gasoline,7.5684000000000005,ARA
2018-08-17,Naphtha,3.3019000000000003,ARA
2018-08-17,Gas Oil,18.7725,ARA
2018-08-17,Fuel Oil,6.6654,ARA
2018-08-22,Light Distillates,13.873,Singapore
2018-08-22,Residual,14.233,Singapore
2018-08-22,Middle Distillates,8.808,Singapore
2018-08-24,Naphtha,2.7323000000000004,ARA
2018-08-24,Gas Oil,19.3875,ARA
2018-08-24,Jet Fuel,4.8525,ARA
2018-08-24,Gasoline,6.4848,ARA
2018-08-24,Fuel Oil,6.9678,ARA
2018-08-29,Residual,16.661,Singapore
2018-08-29,Light Distillates,13.134,Singapore
2018-08-29,Middle Distillates,10.361,Singapore
2018-08-31,Gas Oil,18.3075,ARA
2018-08-31,Jet Fuel,5.0775,ARA
2018-08-31,Fuel Oil,6.4764,ARA
