Date,Product,Stock_Mbbls,Region
2005-01-05,Residual,12.172,Singapore
2005-01-05,Light Distillates,8.741,Singapore
2005-01-05,Middle Distillates,8.216,Singapore
2005-01-07,Gas Oil,11.0625,ARA
2005-01-07,Jet Fuel,1.875,ARA
2005-01-07,Fuel Oil,3.6225,ARA
2005-01-07,Gasoline,6.72,ARA
2005-01-07,Naphtha,1.5575,ARA
2005-01-12,Residual,10.692,Singapore
2005-01-12,Middle Distillates,8.243,Singapore
2005-01-12,Light Distillates,9.837,Singapore
2005-01-14,Gas Oil,12.1875,ARA
2005-01-14,Gasoline,7.14,ARA
2005-01-14,Naphtha,1.5575,ARA
2005-01-14,Jet Fuel,2.25,ARA
2005-01-14,Fuel Oil,3.3075,ARA
2005-01-19,Light Distillates,8.378,Singapore
2005-01-19,Middle Distillates,7.873,Singapore
2005-01-19,Residual,11.275,Singapore
2005-01-21,Gasoline,6.93,ARA
2005-01-21,Naphtha,1.5575,ARA
2005-01-21,Jet Fuel,1.875,ARA
2005-01-21,Fuel Oil,3.465,ARA
2005-01-21,Gas Oil,11.8125,ARA
2005-01-26,Light Distillates,8.645,Singapore
2005-01-26,Middle Distillates,7.414,Singapore
2005-01-26,Residual,11.802,Singapore
2005-01-28,Gasoline,6.72,ARA
2005-01-28,Naphtha,1.335,ARA
2005-01-28,Jet Fuel,1.8,ARA
2005-01-28,Gas Oil,11.25,ARA
2005-01-28,Fuel Oil,2.9925,ARA
2005-02-02,Light Distillates,9.238,Singapore
2005-02-02,Middle Distillates,7.029,Singapore
2005-02-02,Residual,10.908,Singapore
2005-02-04,Fuel Oil,2.3625,ARA
2005-02-04,Jet Fuel,1.6875,ARA
2005-02-04,Gas Oil,11.8125,ARA
2005-02-04,Gasoline,7.14,ARA
2005-02-04,Naphtha,1.1125,ARA
2005-02-09,Residual,11.288,Singapore
2005-02-09,Middle Distillates,6.229,Singapore
2005-02-09,Light Distillates,9.019,Singapore
2005-02-11,Naphtha,0.89,ARA
2005-02-11,Gas Oil,12,ARA
2005-02-11,Jet Fuel,1.6875,ARA
2005-02-11,Fuel Oil,3.78,ARA
2005-02-11,Gasoline,7.35,ARA
2005-02-16,Middle Distillates,6.229,Singapore
2005-02-16,Residual,11.288,Singapore
2005-02-16,Light Distillates,9.019,Singapore
2005-02-18,Gasoline,7.35,ARA
2005-02-18,Fuel Oil,3.78,ARA
2005-02-18,Naphtha,0.89,ARA
2005-02-18,Gas Oil,12,ARA
2005-02-18,Jet Fuel,1.6875,ARA
2005-02-23,Middle Distillates,6.304,Singapore
2005-02-23,Light Distillates,8.364,Singapore
2005-02-23,Residual,11.896,Singapore
2005-02-25,Naphtha,1.1125,ARA
2005-02-25,Jet Fuel,1.6875,ARA
2005-02-25,Gas Oil,11.8125,ARA
2005-02-25,Gasoline,7.35,ARA
2005-02-25,Fuel Oil,2.6775,ARA
2005-03-02,Light Distillates,9.689,Singapore
2005-03-02,Residual,11.549,Singapore
2005-03-02,Middle Distillates,6.808,Singapore
2005-03-04,Fuel Oil,2.6775,ARA
2005-03-04,Naphtha,1.1125,ARA
2005-03-04,Gas Oil,11.8125,ARA
2005-03-04,Jet Fuel,1.6875,ARA
2005-03-04,Gasoline,7.35,ARA
2005-03-09,Residual,11.74,Singapore
2005-03-09,Middle Distillates,6.572,Singapore
2005-03-09,Light Distillates,8.522,Singapore
2005-03-11,Fuel Oil,2.3625,ARA
2005-03-11,Jet Fuel,1.8,ARA
2005-03-11,Gas Oil,11.25,ARA
2005-03-11,Naphtha,1.335,ARA
2005-03-11,Gasoline,8.4,ARA
2005-03-16,Light Distillates,7.952,Singapore
2005-03-16,Middle Distillates,6.466,Singapore
2005-03-16,Residual,12.81,Singapore
2005-03-18,Naphtha,1.335,ARA
2005-03-18,Jet Fuel,1.5,ARA
2005-03-18,Fuel Oil,2.3625,ARA
2005-03-18,Gas Oil,10.125,ARA
2005-03-18,Gasoline,7.98,ARA
2005-03-23,Light Distillates,8.608,Singapore
2005-03-23,Middle Distillates,7.42,Singapore
2005-03-23,Residual,11.473,Singapore
2005-03-25,Gasoline,7.98,ARA
2005-03-25,Jet Fuel,1.5,ARA
2005-03-25,Fuel Oil,2.3625,ARA
2005-03-25,Naphtha,1.335,ARA
2005-03-25,Gas Oil,10.125,ARA
2005-03-30,Middle Distillates,6.614,Singapore
2005-03-30,Residual,11.377,Singapore
2005-03-30,Light Distillates,8.892,Singapore
2005-04-01,Fuel Oil,2.3625,ARA
2005-04-01,Gas Oil,8.8125,ARA
2005-04-01,Naphtha,1.5575,ARA
2005-04-01,Gasoline,7.14,ARA
2005-04-01,Jet Fuel,1.5,ARA
2005-04-06,Light Distillates,8.003,Singapore
2005-04-06,Residual,10.832,Singapore
2005-04-06,Middle Distillates,6.402,Singapore
2005-04-08,Gasoline,7.14,ARA
2005-04-08,Naphtha,1.5575,ARA
2005-04-08,Fuel Oil,2.3625,ARA
2005-04-08,Gas Oil,8.8125,ARA
2005-04-08,Jet Fuel,1.5,ARA
2005-04-13,Residual,10.45,Singapore
2005-04-13,Light Distillates,8.811,Singapore
2005-04-13,Middle Distillates,6.505,Singapore
2005-04-15,Naphtha,1.335,ARA
2005-04-15,Fuel Oil,1.89,ARA
2005-04-15,Gas Oil,10.125,ARA
2005-04-15,Gasoline,7.56,ARA
2005-04-15,Jet Fuel,1.5,ARA
2005-04-20,Residual,10.441,Singapore
2005-04-20,Light Distillates,8.424,Singapore
2005-04-20,Middle Distillates,7.199,Singapore
2005-04-22,Jet Fuel,1.125,ARA
2005-04-22,Gas Oil,9.75,ARA
2005-04-22,Naphtha,1.335,ARA
2005-04-22,Gasoline,7.14,ARA
2005-04-22,Fuel Oil,2.0475,ARA
2005-04-27,Residual,12.228,Singapore
2005-04-27,Middle Distillates,7.128,Singapore
2005-04-27,Light Distillates,9.087,Singapore
2005-04-29,Gasoline,7.35,ARA
2005-04-29,Fuel Oil,2.0475,ARA
2005-04-29,Jet Fuel,0.9375,ARA
2005-04-29,Gas Oil,10.5,ARA
2005-04-29,Naphtha,1.335,ARA
2005-05-04,Middle Distillates,6.481,Singapore
2005-05-04,Residual,10.708,Singapore
2005-05-04,Light Distillates,9.677,Singapore
2005-05-06,Fuel Oil,2.0475,ARA
2005-05-06,Naphtha,1.335,ARA
2005-05-06,Gas Oil,10.5,ARA
2005-05-06,Gasoline,7.35,ARA
2005-05-06,Jet Fuel,0.9375,ARA
2005-05-11,Light Distillates,8.908,Singapore
2005-05-11,Residual,10.75,Singapore
2005-05-11,Middle Distillates,7.671,Singapore
2005-05-13,Jet Fuel,0.9375,ARA
2005-05-13,Naphtha,0.89,ARA
2005-05-13,Gasoline,6.93,ARA
2005-05-13,Fuel Oil,2.3625,ARA
2005-05-13,Gas Oil,10.875,ARA
2005-05-18,Light Distillates,9.012,Singapore
2005-05-18,Middle Distillates,7.592,Singapore
2005-05-18,Residual,10.961,Singapore
2005-05-20,Gas Oil,11.625,ARA
2005-05-20,Jet Fuel,1.3125,ARA
2005-05-20,Gasoline,6.3,ARA
2005-05-20,Naphtha,1.335,ARA
2005-05-20,Fuel Oil,2.52,ARA
2005-05-25,Residual,10.961,Singapore
2005-05-25,Light Distillates,9.012,Singapore
2005-05-25,Middle Distillates,7.592,Singapore
2005-05-27,Gasoline,6.3,ARA
2005-05-27,Fuel Oil,3.3075,ARA
2005-05-27,Gas Oil,13.5,ARA
2005-05-27,Jet Fuel,1.3125,ARA
2005-05-27,Naphtha,1.335,ARA
2005-06-01,Middle Distillates,7.784,Singapore
2005-06-01,Light Distillates,8.448,Singapore
2005-06-01,Residual,11.317,Singapore
2005-06-03,Gas Oil,13.125,ARA
2005-06-03,Jet Fuel,1.5,ARA
2005-06-03,Gasoline,6.3,ARA
2005-06-03,Fuel Oil,3.6225,ARA
2005-06-03,Naphtha,1.335,ARA
2005-06-08,Middle Distillates,6.799,Singapore
2005-06-08,Light Distillates,8.93,Singapore
2005-06-08,Residual,11.299,Singapore
2005-06-10,Naphtha,1.5575,ARA
2005-06-10,Jet Fuel,1.6875,ARA
2005-06-10,Fuel Oil,2.52,ARA
2005-06-10,Gas Oil,13.5,ARA
2005-06-10,Gasoline,6.51,ARA
2005-06-15,Residual,12.269,Singapore
2005-06-15,Middle Distillates,7.467,Singapore
2005-06-15,Light Distillates,8.203,Singapore
2005-06-17,Fuel Oil,2.9925,ARA
2005-06-17,Gasoline,6.3,ARA
2005-06-17,Naphtha,1.2015,ARA
2005-06-17,Gas Oil,13.5,ARA
2005-06-17,Jet Fuel,1.875,ARA
2005-06-22,Light Distillates,8.327,Singapore
2005-06-22,Middle Distillates,7.76,Singapore
2005-06-22,Residual,11.68,Singapore
2005-06-24,Naphtha,1.335,ARA
2005-06-24,Gasoline,6.51,ARA
2005-06-24,Fuel Oil,3.15,ARA
2005-06-24,Jet Fuel,1.875,ARA
2005-06-24,Gas Oil,13.125,ARA
2005-06-29,Light Distillates,9.4,Singapore
2005-06-29,Residual,10.615,Singapore
2005-06-29,Middle Distillates,8.509,Singapore
2005-07-01,Gasoline,6.3,ARA
2005-07-01,Jet Fuel,2.0625,ARA
2005-07-01,Naphtha,0.445,ARA
2005-07-01,Fuel Oil,2.6775,ARA
2005-07-01,Gas Oil,13.125,ARA
2005-07-06,Light Distillates,9.236,Singapore
2005-07-06,Middle Distillates,8.837,Singapore
2005-07-06,Residual,12.14,Singapore
2005-07-13,Middle Distillates,9.533,Singapore
2005-07-13,Light Distillates,9.129,Singapore
2005-07-13,Residual,13.101,Singapore
2005-07-20,Light Distillates,9.254,Singapore
2005-07-20,Middle Distillates,9.268,Singapore
2005-07-20,Residual,12.411,Singapore
2005-07-27,Residual,12.112,Singapore
2005-07-27,Light Distillates,7.575,Singapore
2005-07-27,Middle Distillates,9.023,Singapore
2005-08-03,Light Distillates,6.953,Singapore
2005-08-03,Middle Distillates,8.462,Singapore
2005-08-03,Residual,11.835,Singapore
2005-08-10,Residual,11.175,Singapore
2005-08-10,Light Distillates,7.932,Singapore
2005-08-10,Middle Distillates,8.973,Singapore
2005-08-17,Residual,10.366,Singapore
2005-08-17,Middle Distillates,8.687,Singapore
2005-08-17,Light Distillates,8.528,Singapore
2005-08-24,Residual,11.448,Singapore
2005-08-24,Light Distillates,7.647,Singapore
2005-08-24,Middle Distillates,8.359,Singapore
2005-08-31,Middle Distillates,8.006,Singapore
2005-08-31,Residual,11.187,Singapore
2005-08-31,Light Distillates,8.21,Singapore
2005-09-07,Light Distillates,7.928,Singapore
2005-09-07,Residual,10.983,Singapore
2005-09-07,Middle Distillates,8.622,Singapore
2005-09-14,Middle Distillates,9.262,Singapore
2005-09-14,Light Distillates,8.551,Singapore
2005-09-14,Residual,12.77,Singapore
2005-09-21,Light Distillates,7.855,Singapore
2005-09-21,Residual,11.875,Singapore
2005-09-21,Middle Distillates,8.266,Singapore
2005-09-28,Residual,11.479,Singapore
2005-09-28,Middle Distillates,7.688,Singapore
2005-09-28,Light Distillates,8.593,Singapore
2005-10-05,Light Distillates,8.834,Singapore
2005-10-05,Middle Distillates,7.736,Singapore
2005-10-05,Residual,11.501,Singapore
2005-10-12,Middle Distillates,7.889,Singapore
2005-10-12,Residual,10.32,Singapore
2005-10-12,Light Distillates,8.328,Singapore
2005-10-19,Light Distillates,7.752,Singapore
2005-10-19,Residual,10.398,Singapore
2005-10-19,Middle Distillates,7.799,Singapore
2005-10-26,Light Distillates,8.352,Singapore
2005-10-26,Middle Distillates,8.94,Singapore
2005-10-26,Residual,11.345,Singapore
2005-11-02,Light Distillates,9.216,Singapore
2005-11-02,Middle Distillates,9.377,Singapore
2005-11-02,Residual,11.23,Singapore
2005-11-09,Light Distillates,8.247,Singapore
2005-11-09,Residual,10.589,Singapore
2005-11-09,Middle Distillates,9.636,Singapore
2005-11-16,Light Distillates,8.617,Singapore
2005-11-16,Residual,10.918,Singapore
2005-11-16,Middle Distillates,9.421,Singapore
2005-11-23,Light Distillates,7.901,Singapore
2005-11-23,Residual,10.318,Singapore
2005-11-23,Middle Distillates,8.676,Singapore
2005-11-30,Light Distillates,7.382,Singapore
2005-11-30,Residual,9.212,Singapore
2005-11-30,Middle Distillates,7.676,Singapore
2005-12-07,Light Distillates,7.152,Singapore
2005-12-07,Residual,8.995,Singapore
2005-12-07,Middle Distillates,6.966,Singapore
2005-12-14,Middle Distillates,7.926,Singapore
2005-12-14,Light Distillates,7.856,Singapore
2005-12-14,Residual,10.565,Singapore
2005-12-21,Residual,11.378,Singapore
2005-12-21,Light Distillates,7.76,Singapore
2005-12-21,Middle Distillates,7.976,Singapore
2005-12-28,Residual,10.79,Singapore
2005-12-28,Middle Distillates,8.265,Singapore
2005-12-28,Light Distillates,8.411,Singapore
2006-01-04,Middle Distillates,7.581,Singapore
2006-01-04,Residual,10.627,Singapore
2006-01-04,Light Distillates,8.629,Singapore
2006-01-11,Light Distillates,8.533,Singapore
2006-01-11,Middle Distillates,8.008,Singapore
2006-01-11,Residual,9.982,Singapore
2006-01-18,Residual,12.493,Singapore
2006-01-18,Middle Distillates,6.804,Singapore
2006-01-18,Light Distillates,9.124,Singapore
2006-01-25,Residual,12.479,Singapore
2006-01-25,Middle Distillates,6.043,Singapore
2006-01-25,Light Distillates,8.653,Singapore
2006-02-01,Residual,13.894,Singapore
2006-02-01,Middle Distillates,6.62,Singapore
2006-02-01,Light Distillates,9.478,Singapore
2006-02-08,Light Distillates,8.811,Singapore
2006-02-08,Middle Distillates,7.484,Singapore
2006-02-08,Residual,12.289,Singapore
2006-02-15,Light Distillates,9.782,Singapore
2006-02-15,Middle Distillates,7.318,Singapore
2006-02-15,Residual,13.11,Singapore
2006-02-22,Light Distillates,9.617,Singapore
2006-02-22,Middle Distillates,7.563,Singapore
2006-02-22,Residual,13.354,Singapore
2006-03-01,Middle Distillates,7.277,Singapore
2006-03-01,Light Distillates,9.059,Singapore
2006-03-01,Residual,12.029,Singapore
2006-03-08,Residual,11.833,Singapore
2006-03-08,Light Distillates,9,Singapore
2006-03-08,Middle Distillates,6.934,Singapore
2006-03-15,Residual,13.665,Singapore
2006-03-15,Light Distillates,7.868,Singapore
2006-03-15,Middle Distillates,7.764,Singapore
2006-03-22,Residual,10.831,Singapore
2006-03-22,Light Distillates,7.577,Singapore
2006-03-22,Middle Distillates,7.538,Singapore
2006-03-29,Light Distillates,8.354,Singapore
2006-03-29,Middle Distillates,7.207,Singapore
2006-03-29,Residual,10.125,Singapore
2006-04-05,Light Distillates,8.247,Singapore
2006-04-05,Residual,10.532,Singapore
2006-04-05,Middle Distillates,8.565,Singapore
2006-04-12,Middle Distillates,6.083,Singapore
2006-04-12,Residual,11.256,Singapore
2006-04-12,Light Distillates,8.62,Singapore
2006-04-19,Residual,11.7,Singapore
2006-04-19,Light Distillates,7.797,Singapore
2006-04-19,Middle Distillates,6.424,Singapore
2006-04-26,Light Distillates,8.215,Singapore
2006-04-26,Residual,12.087,Singapore
2006-04-26,Middle Distillates,5.795,Singapore
2006-05-03,Light Distillates,7.758,Singapore
2006-05-03,Residual,12.327,Singapore
2006-05-03,Middle Distillates,4.977,Singapore
2006-05-10,Light Distillates,7.075,Singapore
2006-05-10,Residual,12.096,Singapore
2006-05-10,Middle Distillates,4.675,Singapore
2006-05-17,Residual,10.812,Singapore
2006-05-17,Light Distillates,7.603,Singapore
2006-05-17,Middle Distillates,6.154,Singapore
2006-05-24,Middle Distillates,5.952,Singapore
2006-05-24,Light Distillates,7.834,Singapore
2006-05-24,Residual,11.941,Singapore
2006-05-31,Residual,9.81,Singapore
2006-05-31,Middle Distillates,7.441,Singapore
2006-05-31,Light Distillates,7.078,Singapore
2006-06-07,Middle Distillates,7.136,Singapore
2006-06-07,Light Distillates,7.177,Singapore
2006-06-07,Residual,10.398,Singapore
2006-06-14,Light Distillates,7.449,Singapore
2006-06-14,Middle Distillates,6.725,Singapore
2006-06-14,Residual,12.57,Singapore
2006-06-21,Light Distillates,7.146,Singapore
2006-06-21,Middle Distillates,6.513,Singapore
2006-06-21,Residual,12.471,Singapore
2006-06-28,Light Distillates,7.258,Singapore
2006-06-28,Middle Distillates,9.56,Singapore
2006-06-28,Residual,12.196,Singapore
2006-07-05,Residual,12.073,Singapore
2006-07-05,Middle Distillates,6.714,Singapore
2006-07-05,Light Distillates,7.441,Singapore
2006-07-12,Middle Distillates,6.893,Singapore
2006-07-12,Residual,12.524,Singapore
2006-07-12,Light Distillates,7.306,Singapore
2006-07-19,Middle Distillates,7.851,Singapore
2006-07-19,Residual,13.24,Singapore
2006-07-19,Light Distillates,6.908,Singapore
2006-07-26,Middle Distillates,8.003,Singapore
2006-07-26,Light Distillates,7.737,Singapore
2006-07-26,Residual,13.956,Singapore
2006-08-02,Middle Distillates,7.791,Singapore
2006-08-02,Residual,15.088,Singapore
2006-08-02,Light Distillates,7.717,Singapore
2006-08-09,Middle Distillates,7.985,Singapore
2006-08-09,Light Distillates,7.478,Singapore
2006-08-09,Residual,14.73,Singapore
2006-08-16,Middle Distillates,9.16,Singapore
2006-08-16,Light Distillates,8.905,Singapore
2006-08-16,Residual,14.964,Singapore
2006-08-23,Residual,13.851,Singapore
2006-08-23,Light Distillates,7.655,Singapore
2006-08-23,Middle Distillates,9.281,Singapore
2006-08-30,Residual,13.389,Singapore
2006-08-30,Light Distillates,8.164,Singapore
2006-08-30,Middle Distillates,9.015,Singapore
2006-09-06,Light Distillates,8.32,Singapore
2006-09-06,Residual,12.884,Singapore
2006-09-06,Middle Distillates,8.261,Singapore
2006-09-13,Light Distillates,6.891,Singapore
2006-09-13,Middle Distillates,8.082,Singapore
2006-09-13,Residual,13.644,Singapore
2006-09-20,Light Distillates,7.601,Singapore
2006-09-20,Residual,12.181,Singapore
2006-09-20,Middle Distillates,7.452,Singapore
2006-09-27,Middle Distillates,6.764,Singapore
2006-09-27,Light Distillates,7.31,Singapore
2006-09-27,Residual,10.882,Singapore
2006-10-04,Middle Distillates,7.597,Singapore
2006-10-04,Residual,10.841,Singapore
2006-10-04,Light Distillates,8.011,Singapore
2006-10-11,Residual,13.024,Singapore
2006-10-11,Light Distillates,7.24,Singapore
2006-10-11,Middle Distillates,8.383,Singapore
2006-10-18,Residual,12.466,Singapore
2006-10-18,Light Distillates,6.409,Singapore
2006-10-18,Middle Distillates,8.233,Singapore
2006-10-25,Light Distillates,6.782,Singapore
2006-10-25,Residual,9.774,Singapore
2006-10-25,Middle Distillates,8.462,Singapore
2006-11-01,Middle Distillates,8.255,Singapore
2006-11-01,Light Distillates,7.358,Singapore
2006-11-01,Residual,12.763,Singapore
2006-11-08,Light Distillates,8.338,Singapore
2006-11-08,Residual,13.924,Singapore
2006-11-08,Middle Distillates,8.167,Singapore
2006-11-15,Residual,14.156,Singapore
2006-11-15,Light Distillates,7.937,Singapore
2006-11-15,Middle Distillates,7.98,Singapore
2006-11-22,Light Distillates,7.679,Singapore
2006-11-22,Middle Distillates,8.222,Singapore
2006-11-22,Residual,14.873,Singapore
2006-11-29,Residual,14.136,Singapore
2006-11-29,Light Distillates,8.108,Singapore
2006-11-29,Middle Distillates,8.326,Singapore
2006-12-06,Light Distillates,8.705,Singapore
2006-12-06,Residual,14.398,Singapore
2006-12-06,Middle Distillates,8.373,Singapore
2006-12-13,Middle Distillates,8.556,Singapore
2006-12-13,Residual,11.629,Singapore
2006-12-13,Light Distillates,8.232,Singapore
2006-12-20,Middle Distillates,8.331,Singapore
2006-12-20,Residual,11.227,Singapore
2006-12-20,Light Distillates,8.495,Singapore
2006-12-27,Middle Distillates,7.957,Singapore
2006-12-27,Residual,10.151,Singapore
2006-12-27,Light Distillates,7.246,Singapore
2007-01-03,Middle Distillates,6.992,Singapore
2007-01-03,Light Distillates,7.536,Singapore
2007-01-03,Residual,10.157,Singapore
2007-01-10,Middle Distillates,8.464,Singapore
2007-01-10,Light Distillates,8.598,Singapore
2007-01-10,Residual,11.539,Singapore
2007-01-17,Light Distillates,7.863,Singapore
2007-01-17,Middle Distillates,8.434,Singapore
2007-01-17,Residual,10.367,Singapore
2007-01-24,Middle Distillates,8.158,Singapore
2007-01-24,Residual,11.642,Singapore
2007-01-24,Light Distillates,8.61,Singapore
2007-01-31,Residual,10.366,Singapore
2007-01-31,Light Distillates,8.949,Singapore
2007-01-31,Middle Distillates,7.974,Singapore
2007-02-07,Light Distillates,9.221,Singapore
2007-02-07,Residual,9.675,Singapore
2007-02-07,Middle Distillates,7.912,Singapore
2007-02-14,Middle Distillates,7.47,Singapore
2007-02-14,Light Distillates,8.736,Singapore
2007-02-14,Residual,10.127,Singapore
2007-02-21,Middle Distillates,7.471,Singapore
2007-02-21,Light Distillates,9.815,Singapore
2007-02-21,Residual,14.384,Singapore
2007-02-28,Middle Distillates,8.209,Singapore
2007-02-28,Light Distillates,9.188,Singapore
2007-02-28,Residual,10.994,Singapore
2007-03-07,Light Distillates,9.713,Singapore
2007-03-07,Residual,10.46,Singapore
2007-03-07,Middle Distillates,8.436,Singapore
2007-03-14,Middle Distillates,8.275,Singapore
2007-03-14,Residual,11.65,Singapore
2007-03-14,Light Distillates,8.691,Singapore
2007-03-21,Light Distillates,8.774,Singapore
2007-03-21,Middle Distillates,8.5,Singapore
2007-03-21,Residual,12.345,Singapore
2007-03-28,Residual,11.34,Singapore
2007-03-28,Light Distillates,7.882,Singapore
2007-03-28,Middle Distillates,8.669,Singapore
2007-04-04,Residual,11.374,Singapore
2007-04-04,Middle Distillates,8.687,Singapore
2007-04-04,Light Distillates,8.614,Singapore
2007-04-11,Middle Distillates,7.525,Singapore
2007-04-11,Residual,11.596,Singapore
2007-04-11,Light Distillates,9.224,Singapore
2007-04-18,Light Distillates,8.746,Singapore
2007-04-18,Middle Distillates,8.459,Singapore
2007-04-18,Residual,12.446,Singapore
2007-04-25,Middle Distillates,8.929,Singapore
2007-04-25,Light Distillates,8.533,Singapore
2007-04-25,Residual,12.333,Singapore
2007-05-02,Residual,12.034,Singapore
2007-05-02,Light Distillates,9.374,Singapore
2007-05-02,Middle Distillates,8.388,Singapore
2007-05-09,Light Distillates,8.357,Singapore
2007-05-09,Middle Distillates,8.66,Singapore
2007-05-09,Residual,14.168,Singapore
2007-05-16,Light Distillates,8.484,Singapore
2007-05-16,Middle Distillates,8.978,Singapore
2007-05-16,Residual,15.231,Singapore
2007-05-23,Middle Distillates,8.123,Singapore
2007-05-23,Residual,14.727,Singapore
2007-05-23,Light Distillates,8.449,Singapore
2007-05-30,Middle Distillates,8.123,Singapore
2007-05-30,Residual,14.727,Singapore
2007-05-30,Light Distillates,8.449,Singapore
2007-06-06,Residual,13.649,Singapore
2007-06-06,Light Distillates,9.059,Singapore
2007-06-06,Middle Distillates,7.099,Singapore
2007-06-13,Light Distillates,9.503,Singapore
2007-06-13,Residual,12.632,Singapore
2007-06-13,Middle Distillates,7.784,Singapore
2007-06-20,Residual,11.681,Singapore
2007-06-20,Light Distillates,9.111,Singapore
2007-06-20,Middle Distillates,7.867,Singapore
2007-06-27,Light Distillates,9.745,Singapore
2007-06-27,Residual,12.861,Singapore
2007-06-27,Middle Distillates,7.951,Singapore
2007-07-04,Light Distillates,10.16,Singapore
2007-07-04,Residual,13.424,Singapore
2007-07-04,Middle Distillates,7.562,Singapore
2007-07-11,Residual,11.843,Singapore
2007-07-11,Middle Distillates,8.134,Singapore
2007-07-11,Light Distillates,9.34,Singapore
2007-07-18,Middle Distillates,7.793,Singapore
2007-07-18,Light Distillates,9.007,Singapore
2007-07-18,Residual,10.474,Singapore
2007-07-25,Light Distillates,9.25,Singapore
2007-07-25,Middle Distillates,7.393,Singapore
2007-07-25,Residual,12.053,Singapore
2007-08-01,Middle Distillates,6.345,Singapore
2007-08-01,Light Distillates,8.909,Singapore
2007-08-01,Residual,12.668,Singapore
2007-08-08,Light Distillates,8.427,Singapore
2007-08-08,Middle Distillates,6.95,Singapore
2007-08-08,Residual,12.15,Singapore
2007-08-15,Light Distillates,8.128,Singapore
2007-08-15,Middle Distillates,8.785,Singapore
2007-08-15,Residual,13.037,Singapore
2007-08-22,Light Distillates,8.017,Singapore
2007-08-22,Middle Distillates,7.995,Singapore
2007-08-22,Residual,12.921,Singapore
2007-08-29,Light Distillates,8.017,Singapore
2007-08-29,Residual,12.921,Singapore
2007-08-29,Middle Distillates,7.995,Singapore
2007-09-05,Light Distillates,8.512,Singapore
2007-09-05,Residual,12.909,Singapore
2007-09-05,Middle Distillates,6.499,Singapore
2007-09-12,Light Distillates,8.989,Singapore
2007-09-12,Residual,12.974,Singapore
2007-09-12,Middle Distillates,7.749,Singapore
2007-09-19,Residual,13.442,Singapore
2007-09-19,Middle Distillates,6.514,Singapore
2007-09-19,Light Distillates,8.242,Singapore
2007-09-26,Residual,12.977,Singapore
2007-09-26,Middle Distillates,7.627,Singapore
2007-09-26,Light Distillates,8.102,Singapore
2007-10-03,Light Distillates,7.755,Singapore
2007-10-03,Residual,11.108,Singapore
2007-10-03,Middle Distillates,8.062,Singapore
2007-10-10,Light Distillates,7.107,Singapore
2007-10-10,Middle Distillates,6.612,Singapore
2007-10-10,Residual,12.783,Singapore
2007-10-17,Residual,11.876,Singapore
2007-10-17,Middle Distillates,7.745,Singapore
2007-10-17,Light Distillates,6.856,Singapore
2007-10-24,Residual,11.229,Singapore
2007-10-24,Light Distillates,6.656,Singapore
2007-10-24,Middle Distillates,7.719,Singapore
2007-10-31,Light Distillates,7.251,Singapore
2007-10-31,Residual,12.947,Singapore
2007-10-31,Middle Distillates,7.666,Singapore
2007-11-07,Light Distillates,7.104,Singapore
2007-11-07,Middle Distillates,8.06,Singapore
2007-11-07,Residual,12.476,Singapore
2007-11-14,Light Distillates,6.572,Singapore
2007-11-14,Residual,12.644,Singapore
2007-11-14,Middle Distillates,7.432,Singapore
2007-11-21,Light Distillates,6.797,Singapore
2007-11-21,Middle Distillates,7.382,Singapore
2007-11-21,Residual,13.061,Singapore
2007-11-28,Residual,13.246,Singapore
2007-11-28,Middle Distillates,7.4,Singapore
2007-11-28,Light Distillates,6.16,Singapore
2007-12-05,Middle Distillates,6.67,Singapore
2007-12-05,Light Distillates,7.29,Singapore
2007-12-05,Residual,13.584,Singapore
2007-12-12,Light Distillates,7.334,Singapore
2007-12-12,Residual,13.02,Singapore
2007-12-12,Middle Distillates,6.924,Singapore
2007-12-19,Residual,12.658,Singapore
2007-12-19,Light Distillates,7.796,Singapore
2007-12-19,Middle Distillates,7.901,Singapore
2007-12-26,Middle Distillates,6.793,Singapore
2007-12-26,Light Distillates,7.236,Singapore
2007-12-26,Residual,13.287,Singapore
2008-01-02,Residual,13.234,Singapore
2008-01-02,Light Distillates,8.15,Singapore
2008-01-02,Middle Distillates,7.388,Singapore
2008-01-09,Light Distillates,7.665,Singapore
2008-01-09,Residual,13.934,Singapore
2008-01-09,Middle Distillates,6.066,Singapore
2008-01-16,Middle Distillates,6.029,Singapore
2008-01-16,Light Distillates,7.881,Singapore
2008-01-16,Residual,13.83,Singapore
2008-01-23,Middle Distillates,7.792,Singapore
2008-01-23,Residual,14.984,Singapore
2008-01-23,Light Distillates,7.787,Singapore
2008-01-30,Middle Distillates,7.352,Singapore
2008-01-30,Light Distillates,8.453,Singapore
2008-01-30,Residual,16.228,Singapore
2008-02-06,Light Distillates,8.3,Singapore
2008-02-06,Middle Distillates,6.832,Singapore
2008-02-06,Residual,15.231,Singapore
2008-02-13,Middle Distillates,8.627,Singapore
2008-02-13,Light Distillates,7.6,Singapore
2008-02-13,Residual,14.98,Singapore
2008-02-20,Residual,14.432,Singapore
2008-02-20,Light Distillates,7.378,Singapore
2008-02-20,Middle Distillates,7.71,Singapore
2008-02-27,Residual,12.804,Singapore
2008-02-27,Light Distillates,8.794,Singapore
2008-02-27,Middle Distillates,7.323,Singapore
2008-03-05,Light Distillates,9.546,Singapore
